Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards
2014/2015,WERDER BREMEN,"Lorenzen, Melvyn",3,2,145,1,0,2,3,0,0
2014/2015,WERDER BREMEN,"Oztunali, Levin",22,10,892,1,3,7,19,1,0
2014/2015,WERDER BREMEN,"Casteels, Koen",6,6,540,0,0,0,0,0,0
2014/2015,WERDER BREMEN,"Eggestein, Maximilian",2,0,20,0,0,0,0,0,0
2014/2015,WERDER BREMEN,"Elia, Eljero",9,8,561,0,0,3,9,1,0
2014/2015,WERDER BREMEN,"Fritz, Clemens",27,26,2254,0,2,5,18,4,1
2014/2015,WERDER BREMEN,"Frode, Lukas",1,0,1,0,0,0,0,0,0
2014/2015,WERDER BREMEN,"García, Santiago",24,20,1873,0,3,3,13,8,0
2014/2015,WERDER BREMEN,"Hüsing, Oliver",2,0,22,0,0,0,0,0,0
2014/2015,WERDER BREMEN,"Kroos, Félix",26,14,1317,0,1,4,20,4,0
2014/2015,WERDER BREMEN,"Makiadi, Cedric",18,6,684,0,0,1,5,1,0
2014/2015,WERDER BREMEN,"Obraniak, Ludovic",2,1,56,0,0,0,0,1,0
2014/2015,WERDER BREMEN,"Sternberg, Janek",14,12,1017,0,0,1,7,2,0
2014/2015,WERDER BREMEN,"Strebinger, Richard",2,1,121,0,0,0,0,0,0
2014/2015,WERDER BREMEN,"Wolf, Raphael",27,27,2399,0,0,0,0,1,0
2014/2015,WERDER BREMEN,"Yildirim, Ozkan",1,1,59,0,0,0,0,0,0
2015/2016,WERDER BREMEN,"Pizarro, Claudio",28,17,1739,14,3,25,45,3,0
2015/2016,WERDER BREMEN,"Ujah, Anthony",32,26,2332,11,2,23,67,2,0
2015/2016,WERDER BREMEN,"Bartels, Fin",30,22,2070,8,1,21,43,5,1
2015/2016,WERDER BREMEN,"Junuzovic, Zlatko",30,26,2353,4,10,17,60,6,0
2015/2016,WERDER BREMEN,"Djilobodji, Papy",14,14,1260,2,1,10,22,6,0
2015/2016,WERDER BREMEN,"Johannsson, Aron",6,5,409,2,0,5,13,0,0
2015/2016,WERDER BREMEN,"Vestergaard, Jannik",33,33,2970,2,0,10,36,2,0
2015/2016,WERDER BREMEN,"Fritz, Clemens",29,29,2529,1,2,7,25,13,0
2015/2016,WERDER BREMEN,"Gálvez, Alejandro",21,15,1274,1,0,1,4,3,0
2015/2016,WERDER BREMEN,"Gebre Selassie, Theodor",33,33,2961,1,2,5,17,5,0
2015/2016,WERDER BREMEN,"Grillitsch, Florian",25,23,1989,1,2,7,29,3,0
2015/2016,WERDER BREMEN,"Oztunali, Levin",25,17,1405,1,3,6,23,2,0
2015/2016,WERDER BREMEN,"Yatabaré, Sambou",8,6,491,1,1,1,8,3,0
2015/2016,WERDER BREMEN,"Bargfrede, Philipp",14,14,1184,0,1,1,12,2,1
2015/2016,WERDER BREMEN,"Eggestein, Maximilian",7,2,172,0,0,1,2,0,0
2015/2016,WERDER BREMEN,"Frode, Lukas",8,1,114,0,0,1,1,0,0
2015/2016,WERDER BREMEN,"García, Santiago",29,29,2468,0,3,1,13,9,0
2015/2016,WERDER BREMEN,"García, Ulisses",11,7,590,0,1,4,11,3,0
2015/2016,WERDER BREMEN,"Guwara, Leon",1,1,90,0,0,0,0,0,0
2015/2016,WERDER BREMEN,"Hilssner, Marcel",1,0,34,0,0,0,0,0,0
2015/2016,WERDER BREMEN,"Husing, Oliver",1,0,7,0,0,0,0,0,0
2015/2016,WERDER BREMEN,"Kleinheisler, Laszlo",6,1,190,0,0,1,5,0,0
2015/2016,WERDER BREMEN,"Kroos, Félix",8,2,254,0,0,0,7,0,0
2015/2016,WERDER BREMEN,"Lorenzen, Melvyn",9,1,146,0,0,1,1,0,0
2015/2016,WERDER BREMEN,"Lukimya, Assani",12,10,913,0,0,0,5,3,0
2015/2016,WERDER BREMEN,"Sternberg, Janek",9,4,444,0,0,0,2,2,0
2015/2016,WERDER BREMEN,"Veljkovic, Milos",3,1,92,0,0,0,0,0,0
2015/2016,WERDER BREMEN,"Wiedwald, Felix",34,34,3060,0,0,0,1,4,0
2015/2016,WERDER BREMEN,"Yildirim, Ozkan",1,0,13,0,0,0,1,0,0
2015/2016,WERDER BREMEN,"Zander, Luca-Milan",2,1,104,0,0,0,0,0,0
2016/2017,WERDER BREMEN,"Kruse, Max",23,23,2046,15,7,24,41,1,0
2016/2017,WERDER BREMEN,"Gnabry, Serge",27,23,1970,11,1,21,63,1,0
2016/2017,WERDER BREMEN,"Bartels, Fin",31,23,2221,8,7,22,42,4,0
2016/2017,WERDER BREMEN,"Gebre Selassie, Theodor",30,26,2340,5,2,13,27,4,0
2016/2017,WERDER BREMEN,"Delaney, Thomas",13,11,919,4,1,8,14,3,0
2016/2017,WERDER BREMEN,"Junuzovic, Zlatko",30,28,2496,4,8,15,46,5,0
2016/2017,WERDER BREMEN,"Grillitsch, Florian",23,21,1718,2,0,7,18,4,0
2016/2017,WERDER BREMEN,"Kainz, Florian",14,1,300,2,3,2,2,0,0
2016/2017,WERDER BREMEN,"Bargfrede, Philipp",11,4,451,1,1,1,2,3,0
2016/2017,WERDER BREMEN,"Bauer, Robert",27,25,2124,1,3,2,12,5,0
2016/2017,WERDER BREMEN,"Eggestein, Maximilian",15,8,889,1,0,1,2,2,0
2016/2017,WERDER BREMEN,"García, Santiago",19,16,1444,1,2,3,11,5,0
2016/2017,WERDER BREMEN,"Hajrovic, Izet",10,6,491,1,0,6,12,1,0
2016/2017,WERDER BREMEN,"Johannsson, Aron",9,2,268,1,1,3,11,1,1
2016/2017,WERDER BREMEN,"Manneh, Ousman",6,6,488,1,1,10,19,2,0
2016/2017,WERDER BREMEN,"Pizarro, Claudio",19,10,853,1,1,9,21,1,0
2016/2017,WERDER BREMEN,"Sané, Lamine",27,27,2363,1,1,1,5,3,0
2016/2017,WERDER BREMEN,"Thy, Lennart",6,0,84,1,0,1,5,0,0
2016/2017,WERDER BREMEN,"Bauer, Patrick",1,1,90,0,0,0,0,0,0
2016/2017,WERDER BREMEN,"Caldirola, Luca",5,5,413,0,0,0,2,1,0
2016/2017,WERDER BREMEN,"Diagné, Fallou",2,2,135,0,0,0,0,0,0
2016/2017,WERDER BREMEN,"Drobny, Jaroslav",10,10,849,0,0,0,0,0,1
2016/2017,WERDER BREMEN,"Fritz, Clemens",18,17,1297,0,3,0,6,5,0
2016/2017,WERDER BREMEN,"Frode, Lukas",3,0,13,0,0,0,0,0,0
2016/2017,WERDER BREMEN,"García, Ulisses",7,3,350,0,1,1,2,1,0
2016/2017,WERDER BREMEN,"Moisander, Niklas",30,29,2655,0,1,2,8,5,0
2016/2017,WERDER BREMEN,"Petsos, Thanos",3,2,143,0,0,0,1,2,0
2016/2017,WERDER BREMEN,"Schmidt, Niklas",1,0,14,0,1,0,0,0,0
2016/2017,WERDER BREMEN,"Sternberg, Janek",2,0,71,0,0,1,1,1,0
2016/2017,WERDER BREMEN,"Veljkovic, Milos",26,20,1810,0,0,0,3,5,0
2016/2017,WERDER BREMEN,"Wiedwald, Felix",25,24,2208,0,0,0,0,2,0
2016/2017,WERDER BREMEN,"Yatabaré, Sambou",2,2,176,0,0,0,2,0,0
2017/2018,WERDER BREMEN,"Kruse, Max",29,28,2454,6,6,21,55,2,0
2017/2018,WERDER BREMEN,"Belfodil, Ishak",26,13,1343,4,1,23,47,1,0
2017/2018,WERDER BREMEN,"Delaney, Thomas",32,31,2796,3,4,14,53,5,0
2017/2018,WERDER BREMEN,"Gebre Selassie, Theodor",32,31,2829,3,0,9,17,4,0
2017/2018,WERDER BREMEN,"Kainz, Florian",30,19,1685,3,3,11,35,5,0
2017/2018,WERDER BREMEN,"Bartels, Fin",14,14,1126,2,3,9,21,0,0
2017/2018,WERDER BREMEN,"Eggestein, Maximilian",33,31,2695,2,3,13,41,3,0
2017/2018,WERDER BREMEN,"Junuzovic, Zlatko",24,17,1634,2,4,10,40,2,0
2017/2018,WERDER BREMEN,"Moisander, Niklas",25,25,2250,2,0,6,16,6,0
2017/2018,WERDER BREMEN,"Augustinsson, Ludwig",29,29,2534,1,0,6,23,3,0
2017/2018,WERDER BREMEN,"Bargfrede, Philipp",27,23,1869,1,1,4,16,5,0
2017/2018,WERDER BREMEN,"Gondorf, Jérome",21,7,794,1,1,3,16,4,0
2017/2018,WERDER BREMEN,"Johannsson, Aron",12,2,271,1,0,7,8,0,0
2017/2018,WERDER BREMEN,"Rashica, Milot",9,5,385,1,0,5,15,0,0
2017/2018,WERDER BREMEN,"Sané, Lamine",11,9,787,1,0,2,5,1,0
2017/2018,WERDER BREMEN,"Veljkovic, Milos",30,30,2655,1,0,2,6,2,0
2017/2018,WERDER BREMEN,"Bauer, Robert",16,12,954,0,0,0,2,4,0
2017/2018,WERDER BREMEN,"Caldirola, Luca",1,1,90,0,0,0,0,0,0
2017/2018,WERDER BREMEN,"Eggestein, Johannes",7,0,93,0,0,1,2,0,0
2017/2018,WERDER BREMEN,"Friedl, Marco",10,6,642,0,0,1,5,0,0
2017/2018,WERDER BREMEN,"García, Ulisses",1,1,90,0,0,0,0,0,0
2017/2018,WERDER BREMEN,"Hajrovic, Izet",9,0,185,0,0,2,7,3,0
2017/2018,WERDER BREMEN,"Kauper, Ole",1,1,74,0,0,0,0,1,0
2017/2018,WERDER BREMEN,"Langkamp, Sebastian",21,16,1364,0,0,1,8,4,0
2017/2018,WERDER BREMEN,"Pavlenka, Jiri",34,34,3060,0,0,0,0,1,0
2013/2014,HANNOVER 96,"Huszti, Szabolcs",30,30,2594,10,7,26,58,10,1
2013/2014,HANNOVER 96,"Diouf, Mame",19,18,1466,8,3,27,59,2,1
2013/2014,HANNOVER 96,"Bittencourt, Leonardo",31,20,1819,4,5,17,48,6,0
2013/2014,HANNOVER 96,"Rudnevs, Artjoms",23,13,1200,4,3,16,29,2,0
2013/2014,HANNOVER 96,"Andreasen, Leon",31,28,2435,3,3,20,58,6,0
2013/2014,HANNOVER 96,"Sobiech, Artur",17,12,1033,3,0,10,24,2,0
2013/2014,HANNOVER 96,"Stindl, Lars",31,31,2657,3,2,24,55,6,0
2013/2014,HANNOVER 96,"Ya Konan, Didier",16,9,751,3,1,10,23,0,0
2013/2014,HANNOVER 96,"Prib, Edgar",31,17,1779,2,4,11,27,5,0
2013/2014,HANNOVER 96,"Sane, Salif",19,16,1404,2,0,3,11,5,1
2013/2014,HANNOVER 96,"Haggui, Karim",9,4,380,1,0,1,1,0,0
2013/2014,HANNOVER 96,"Sakai, Hiroki",26,26,2264,1,0,2,4,7,0
2013/2014,HANNOVER 96,"Schlaudraff, Jan",21,4,619,1,1,1,8,2,0
2013/2014,HANNOVER 96,"Schmiedebach, Manuel",24,19,1728,1,1,4,12,1,1
2013/2014,HANNOVER 96,"Schulz, Christian",27,24,2151,1,0,5,10,3,0
2013/2014,HANNOVER 96,"Avevor, Christopher",1,1,90,0,0,0,0,0,0
2013/2014,HANNOVER 96,"Cherundolo, Steven",2,1,82,0,0,0,0,0,0
2013/2014,HANNOVER 96,"Dierssen, Tim",2,0,5,0,0,0,0,0,0
2013/2014,HANNOVER 96,"Hoffmann, Andre",23,16,1418,0,1,1,5,2,1
2013/2014,HANNOVER 96,"Kadah, Deniz",3,0,81,0,0,1,5,1,0
2013/2014,HANNOVER 96,Marcelo,24,24,2120,0,0,1,13,5,1
2013/2014,HANNOVER 96,"Pander, Christian",8,6,571,0,2,3,6,0,0
2013/2014,HANNOVER 96,"Pocognoli, Sebastien",19,17,1521,0,0,1,9,4,0
2013/2014,HANNOVER 96,"Rajtoral, Frantisek",7,7,630,0,0,0,6,0,0
2013/2014,HANNOVER 96,"Sulejmani, Valmir",6,1,87,0,1,0,2,0,0
2013/2014,HANNOVER 96,"Zieler, Ron-Robert",34,34,3060,0,0,0,0,2,0
2014/2015,HANNOVER 96,"Stindl, Lars",21,20,1798,10,3,26,48,7,1
2014/2015,HANNOVER 96,Joselu,30,28,2473,8,3,30,79,4,0
2014/2015,HANNOVER 96,"Kiyotake, Hiroshi",32,29,2532,5,5,19,37,2,0
2014/2015,HANNOVER 96,"Briand, Jimmy",29,25,2073,3,6,13,42,2,0
2014/2015,HANNOVER 96,Marcelo,34,34,3060,2,0,8,22,4,0
2014/2015,HANNOVER 96,"Sane, Salif",18,16,1438,2,0,8,20,8,0
2014/2015,HANNOVER 96,"Sobiech, Artur",19,4,526,2,1,6,13,0,0
2014/2015,HANNOVER 96,"Andreasen, Leon",17,11,963,1,0,4,16,2,0
2014/2015,HANNOVER 96,"Bittencourt, Leonardo",26,15,1376,1,3,7,24,5,1
2014/2015,HANNOVER 96,"Gulselam, Ceyhun",18,14,1219,1,0,6,15,6,1
2014/2015,HANNOVER 96,"Prib, Edgar",20,11,1041,1,2,3,11,4,0
2014/2015,HANNOVER 96,"Schulz, Christian",31,31,2645,1,0,5,15,7,0
2014/2015,HANNOVER 96,"Ya Konan, Didier",7,3,311,1,0,4,8,1,0
2014/2015,HANNOVER 96,"Albornoz, Miiko",28,25,2187,0,3,2,8,2,0
2014/2015,HANNOVER 96,Felipe,11,6,582,0,0,0,4,1,0
2014/2015,HANNOVER 96,"Hirsch, Maurice",7,5,424,0,0,0,1,3,0
2014/2015,HANNOVER 96,"Karaman, Kenan",11,0,258,0,0,4,7,0,0
2014/2015,HANNOVER 96,"Pander, Christian",8,4,433,0,0,0,4,0,0
2014/2015,HANNOVER 96,"Pereira, Joao",5,4,404,0,0,0,0,1,1
2014/2015,HANNOVER 96,"Sakai, Hiroki",27,27,2322,0,0,0,0,5,1
2014/2015,HANNOVER 96,"Schlaudraff, Jan",5,0,57,0,0,0,0,0,0
2014/2015,HANNOVER 96,"Schmiedebach, Manuel",27,26,2251,0,0,1,9,5,0
2014/2015,HANNOVER 96,"Stankevicius, Marius",2,1,80,0,0,0,0,0,0
2014/2015,HANNOVER 96,"Thesker, Stefan",2,1,96,0,0,0,0,0,0
2014/2015,HANNOVER 96,"Zieler, Ron-Robert",34,34,3060,0,0,0,0,3,0
2015/2016,HANNOVER 96,"Sobiech, Artur",25,19,1633,7,0,15,31,3,0
2015/2016,HANNOVER 96,"Kiyotake, Hiroshi",21,20,1764,5,6,8,29,0,0
2015/2016,HANNOVER 96,"Karaman, Kenan",23,19,1744,3,2,19,44,1,0
2015/2016,HANNOVER 96,"Andreasen, Leon",15,13,1084,2,1,8,19,4,0
2015/2016,HANNOVER 96,"Sané, Salif",31,30,2752,2,0,6,37,8,0
2015/2016,HANNOVER 96,"Schulz, Christian",25,24,2122,2,0,3,8,6,0
2015/2016,HANNOVER 96,"Almeida, Hugo",7,5,529,1,0,3,14,1,0
2015/2016,HANNOVER 96,"Anton, Waldemar",8,6,584,1,0,1,6,2,0
2015/2016,HANNOVER 96,"Bech, Uffe",11,8,684,1,1,3,8,1,0
2015/2016,HANNOVER 96,"Benschop, Charlison",9,2,340,1,0,5,7,0,0
2015/2016,HANNOVER 96,"Klaus, Felix",18,9,793,1,0,8,18,1,0
2015/2016,HANNOVER 96,Marcelo,19,19,1710,1,0,2,6,4,0
2015/2016,HANNOVER 96,"Saint-Maximin, Allan",16,1,433,1,0,2,7,1,0
2015/2016,HANNOVER 96,"Sakai, Hiroki",26,25,2295,1,0,4,11,1,0
2015/2016,HANNOVER 96,"Schmiedebach, Manuel",22,22,1809,1,1,4,11,4,0
2015/2016,HANNOVER 96,"Albornoz, Miiko",23,23,2069,0,1,2,8,1,0
2015/2016,HANNOVER 96,"Arkenberg, Fynn",2,2,180,0,0,0,1,0,0
2015/2016,HANNOVER 96,"Bahre, Mike-Steven",1,0,13,0,0,0,0,0,0
2015/2016,HANNOVER 96,"Dierssen, Tim",1,0,19,0,0,0,0,0,0
2015/2016,HANNOVER 96,"Erdinç, Mevlüt",11,3,373,0,1,2,7,0,0
2015/2016,HANNOVER 96,Felipe,8,1,125,0,0,0,0,2,0
2015/2016,HANNOVER 96,"Fossum, Iver",9,8,722,0,0,4,14,0,0
2015/2016,HANNOVER 96,"Gulselam, Ceyhun",13,9,828,0,1,4,16,8,0
2015/2016,HANNOVER 96,"Hoffmann, Andre",8,7,515,0,0,2,5,2,0
2015/2016,HANNOVER 96,"Milosevic, Alexander",10,10,821,0,0,2,6,1,0
2015/2016,HANNOVER 96,"Prib, Edgar",20,16,1330,0,2,10,22,3,0
2015/2016,HANNOVER 96,"Sarenren-Bazee, Noah-Joel",5,5,383,0,3,4,17,1,0
2015/2016,HANNOVER 96,"Sorg, Oliver",20,19,1592,0,0,0,5,4,0
2015/2016,HANNOVER 96,"Sulejmani, Valmir",4,1,116,0,0,0,2,0,0
2015/2016,HANNOVER 96,"Szalai, Adam",16,7,793,0,2,5,20,2,0
2015/2016,HANNOVER 96,"Wolf, Marius",2,2,141,0,0,0,1,1,0
2015/2016,HANNOVER 96,"Yamaguchi, Hotaru",6,6,410,0,0,1,3,1,0
2015/2016,HANNOVER 96,"Zieler, Ron-Robert",34,34,3060,0,0,0,0,3,0
2017/2018,HANNOVER 96,"Fullkrug, Niclas",34,26,2389,14,3,33,83,2,0
2017/2018,HANNOVER 96,"Harnik, Martin",30,21,1887,9,2,24,50,2,0
2017/2018,HANNOVER 96,"Bebou, Ihlas",30,20,2138,5,2,19,49,3,0
2017/2018,HANNOVER 96,"Klaus, Felix",28,25,1989,4,2,22,54,5,0
2017/2018,HANNOVER 96,"Sané, Salif",32,32,2879,4,1,10,28,6,0
2017/2018,HANNOVER 96,Jonathas,12,7,634,3,3,9,16,2,0
2017/2018,HANNOVER 96,"Anton, Waldemar",27,26,2278,1,0,5,23,1,0
2017/2018,HANNOVER 96,"Benschop, Charlison",7,2,181,1,0,1,6,0,0
2017/2018,HANNOVER 96,"Fossum, Iver",19,13,1305,1,1,2,22,0,0
2017/2018,HANNOVER 96,"Karaman, Kenan",22,8,846,1,0,4,19,2,0
2017/2018,HANNOVER 96,"Korb, Julian",28,28,2341,1,1,4,10,8,0
2017/2018,HANNOVER 96,"Albornoz, Miiko",10,7,701,0,2,1,3,1,0
2017/2018,HANNOVER 96,"Bakalorz, Marvin",28,23,2058,0,2,5,21,4,0
2017/2018,HANNOVER 96,"Elez, Josip",11,9,777,0,0,0,0,1,0
2017/2018,HANNOVER 96,"Esser, Michael",3,3,270,0,0,0,0,0,0
2017/2018,HANNOVER 96,Felipe,6,6,458,0,0,0,1,0,0
2017/2018,HANNOVER 96,"Hubers, Timo",5,5,450,0,1,1,4,2,0
2017/2018,HANNOVER 96,"Hubner, Florian",9,4,325,0,0,0,0,2,0
2017/2018,HANNOVER 96,"Maier, Sebastian",10,2,260,0,0,2,5,0,0
2017/2018,HANNOVER 96,"Maina, Linton",2,0,31,0,1,0,0,0,0
2017/2018,HANNOVER 96,"Ostrzolek, Matthias",27,27,2380,0,1,2,15,5,0
2017/2018,HANNOVER 96,"Sarenren-Bazee, Noah-Joel",7,0,112,0,0,0,0,1,0
2017/2018,HANNOVER 96,"Schmiedebach, Manuel",6,2,163,0,0,0,0,1,0
2017/2018,HANNOVER 96,"Schwegler, Pirmin",29,27,2328,0,6,1,12,10,0
2017/2018,HANNOVER 96,"Sorg, Oliver",22,20,1690,0,1,1,7,4,0
2017/2018,HANNOVER 96,"Tschauner, Philipp",31,31,2790,0,0,1,2,1,0
2013/2014,VFB STUTTGART,"Harnik, Martin",30,23,2032,10,2,21,43,6,0
2013/2014,VFB STUTTGART,"Ibisevic, Vedad",27,25,2160,10,3,24,56,4,1
2013/2014,VFB STUTTGART,"Maxim, Alexandru",29,18,1682,7,10,16,31,3,0
2013/2014,VFB STUTTGART,"Gentner, Christian",28,28,2520,4,3,15,34,1,0
2013/2014,VFB STUTTGART,"Werner, Timo",30,16,1530,4,5,14,38,1,0
2013/2014,VFB STUTTGART,"Rausch, Konstantin",21,16,1486,2,1,10,22,1,0
2013/2014,VFB STUTTGART,"Rudiger, Antonio",30,30,2694,2,0,6,12,2,1
2013/2014,VFB STUTTGART,"Traoré, Ibrahima",31,20,1863,2,6,18,41,2,1
2013/2014,VFB STUTTGART,"Abdellaoue, Mohammed",12,7,655,1,1,2,12,1,0
2013/2014,VFB STUTTGART,"Boka, Arthur",25,22,1777,1,0,6,15,5,0
2013/2014,VFB STUTTGART,Cacau,21,6,716,1,1,8,25,2,0
2013/2014,VFB STUTTGART,"Didavi, Daniel",7,6,449,1,1,5,13,2,0
2013/2014,VFB STUTTGART,"Haggui, Karim",9,4,380,1,0,1,1,0,0
2013/2014,VFB STUTTGART,"Leitner, Moritz",21,17,1483,1,2,5,17,4,1
2013/2014,VFB STUTTGART,"Niedermeier, Georg",18,18,1597,1,0,3,8,5,1
2013/2014,VFB STUTTGART,"Gruezo, Carlos",8,7,626,0,0,0,1,3,0
2013/2014,VFB STUTTGART,"Khedira, Rani",9,6,527,0,0,0,3,3,0
2013/2014,VFB STUTTGART,"Kirschbaum, Thorsten",3,3,270,0,0,0,0,0,0
2013/2014,VFB STUTTGART,"Kvist, William",12,11,936,0,0,2,4,3,0
2013/2014,VFB STUTTGART,"Molinaro, Cristian",1,1,90,0,0,0,0,1,0
2013/2014,VFB STUTTGART,"Rocker, Benedikt",1,1,90,0,0,1,1,1,0
2013/2014,VFB STUTTGART,"Sakai, Gotoku",28,26,2333,0,2,7,11,4,0
2013/2014,VFB STUTTGART,"Sararer, Sercan",6,0,56,0,0,0,1,0,0
2013/2014,VFB STUTTGART,"Schwaab, Daniel",32,32,2871,0,1,0,11,3,0
2013/2014,VFB STUTTGART,"Tasci, Serdar",1,1,21,0,0,0,0,0,0
2013/2014,VFB STUTTGART,"Ulreich, Sven",31,31,2790,0,0,0,0,3,0
2013/2014,VFB STUTTGART,"Yalcin, Robin",3,0,35,0,0,0,0,1,0
2014/2015,VFB STUTTGART,"Harnik, Martin",28,26,2243,9,2,24,59,1,2
2014/2015,VFB STUTTGART,"Ginczek, Daniel",18,14,1251,7,2,17,33,3,0
2014/2015,VFB STUTTGART,"Gentner, Christian",33,33,2941,5,3,19,51,6,0
2014/2015,VFB STUTTGART,"Didavi, Daniel",11,9,741,4,0,17,34,3,0
2014/2015,VFB STUTTGART,"Klein, Florian",34,33,2953,3,2,5,18,2,0
2014/2015,VFB STUTTGART,"Kostic, Filip",29,15,1530,3,5,12,46,5,0
2014/2015,VFB STUTTGART,"Werner, Timo",32,16,1623,3,1,11,27,1,0
2014/2015,VFB STUTTGART,"Maxim, Alexandru",26,15,1445,2,6,5,28,3,0
2014/2015,VFB STUTTGART,"Gruezo, Carlos",8,6,438,1,0,1,4,1,0
2014/2015,VFB STUTTGART,"Leitner, Moritz",19,13,1098,1,1,6,20,5,0
2014/2015,VFB STUTTGART,"Niedermeier, Georg",22,19,1681,1,1,5,13,4,1
2014/2015,VFB STUTTGART,"Sakai, Gotoku",18,17,1439,1,1,2,8,0,0
2014/2015,VFB STUTTGART,"Schwaab, Daniel",31,27,2347,1,0,5,9,1,1
2014/2015,VFB STUTTGART,"Baumgartl, Timo",20,18,1646,0,0,2,6,1,0
2014/2015,VFB STUTTGART,"Die, Serey",13,12,977,0,2,1,9,5,0
2014/2015,VFB STUTTGART,"Hlousek, Adam",22,17,1568,0,0,2,4,4,1
2014/2015,VFB STUTTGART,"Ibisevic, Vedad",14,6,610,0,1,3,9,2,0
2014/2015,VFB STUTTGART,"Kiesewetter, Jerome",2,0,54,0,0,0,0,0,0
2014/2015,VFB STUTTGART,"Kirschbaum, Thorsten",6,6,540,0,0,0,0,1,0
2014/2015,VFB STUTTGART,"Rausch, Konstantin",4,0,72,0,0,0,1,0,0
2014/2015,VFB STUTTGART,"Romeu, Oriol",27,20,1824,0,0,1,9,7,0
2014/2015,VFB STUTTGART,"Rudiger, Antonio",19,18,1604,0,1,2,13,2,0
2014/2015,VFB STUTTGART,"Sararer, Sercan",7,6,385,0,0,5,10,1,0
2014/2015,VFB STUTTGART,"Ulreich, Sven",28,28,2520,0,0,0,0,0,0
2015/2016,VFB STUTTGART,"Didavi, Daniel",31,30,2434,13,3,39,95,8,1
2015/2016,VFB STUTTGART,"Werner, Timo",33,26,2198,6,3,24,62,0,0
2015/2016,VFB STUTTGART,"Gentner, Christian",29,29,2492,5,2,19,46,3,0
2015/2016,VFB STUTTGART,"Kostic, Filip",30,30,2598,5,5,19,49,5,0
2015/2016,VFB STUTTGART,"Rupp, Lukas",29,24,2107,5,4,11,39,4,0
2015/2016,VFB STUTTGART,"Ginczek, Daniel",7,7,630,3,1,8,18,1,0
2015/2016,VFB STUTTGART,"Niedermeier, Georg",18,16,1433,3,1,6,11,5,0
2015/2016,VFB STUTTGART,"Harnik, Martin",19,11,994,2,0,15,32,2,0
2015/2016,VFB STUTTGART,"Barba, Federico",2,2,142,1,0,1,1,0,0
2015/2016,VFB STUTTGART,"Die, Serey",23,23,1824,1,2,2,15,8,1
2015/2016,VFB STUTTGART,"Kliment, Jan",8,0,150,1,0,3,3,1,0
2015/2016,VFB STUTTGART,"Kravets, Artem",15,5,587,1,2,6,18,1,0
2015/2016,VFB STUTTGART,"Maxim, Alexandru",25,9,1048,1,5,14,30,1,0
2015/2016,VFB STUTTGART,"Sunjic, Toni",19,17,1361,1,0,2,7,5,1
2015/2016,VFB STUTTGART,"Baumgartl, Timo",19,17,1547,0,0,1,7,3,0
2015/2016,VFB STUTTGART,"Ferati, Arianit",3,0,72,0,1,0,1,0,0
2015/2016,VFB STUTTGART,"Grosskreutz, Kevin",10,10,900,0,0,2,6,3,0
2015/2016,VFB STUTTGART,"Gruezo, Carlos",2,1,59,0,0,0,0,0,0
2015/2016,VFB STUTTGART,"Heise, Philip",5,1,148,0,1,1,3,0,0
2015/2016,VFB STUTTGART,"Hlousek, Adam",7,4,417,0,0,1,1,1,0
2015/2016,VFB STUTTGART,"Insúa, Emiliano",33,33,2934,0,1,3,24,5,0
2015/2016,VFB STUTTGART,"Klein, Florian",22,17,1573,0,2,3,14,3,1
2015/2016,VFB STUTTGART,"Kruse, Robbie",12,2,442,0,0,1,7,2,0
2015/2016,VFB STUTTGART,"Langerak, Mitch",2,2,180,0,0,0,0,0,0
2015/2016,VFB STUTTGART,"Ristl, Mart",3,0,44,0,0,0,0,1,0
2015/2016,VFB STUTTGART,"Schwaab, Daniel",29,26,2385,0,1,4,12,3,0
2015/2016,VFB STUTTGART,"Tashchy, Boris",9,0,147,0,0,0,2,0,0
2015/2016,VFB STUTTGART,"Tyton, Przemyslaw",30,30,2677,0,0,0,0,1,1
2015/2016,VFB STUTTGART,"Vlachodimos, Odisseas",3,2,202,0,0,0,0,0,0
2015/2016,VFB STUTTGART,"Wanitzek, Marvin",1,0,4,0,0,0,0,0,0
2015/2016,VFB STUTTGART,"Zimmermann, Matthias",2,2,166,0,0,0,1,0,0
2017/2018,VFB STUTTGART,"Gómez, Mario",28,27,2326,9,3,21,58,3,0
2017/2018,VFB STUTTGART,"Ginczek, Daniel",23,17,1528,7,0,19,42,4,0
2017/2018,VFB STUTTGART,"Terodde, Simon",30,24,2114,7,1,18,48,4,0
2017/2018,VFB STUTTGART,"Akolo, Chadrac",22,13,1105,5,0,16,34,2,0
2017/2018,VFB STUTTGART,"Brekalo, Josip",26,17,1525,4,2,12,35,3,0
2017/2018,VFB STUTTGART,"Badstuber, Holger",27,24,2168,2,0,4,7,2,0
2017/2018,VFB STUTTGART,"Donis, Anastasios",18,11,950,2,2,13,39,1,0
2017/2018,VFB STUTTGART,"Gentner, Christian",27,27,2413,2,1,8,24,3,0
2017/2018,VFB STUTTGART,"Thommy, Erik",20,16,1159,2,4,11,35,1,0
2017/2018,VFB STUTTGART,"Asano, Takuma",15,7,720,1,0,4,17,1,0
2017/2018,VFB STUTTGART,"Beck, Andreas",23,22,1930,1,1,2,7,6,0
